event_id,mag,lat,lon,dist,pga,mmi,mmi_roman
eq11,4.5,16.926,100.242,43.02,0.005062718426760345,4.0,IV
eq11,4.5,16.843,100.07,44.89,0.004677154993848515,1.0,I
eq11,4.5,16.35,100.789,50.53,0.003754229212091581,4.0,IV
eq11,4.5,16.038,100.373,57.81,0.002984798429444234,3.0,III
eq11,4.5,16.181,100.901,70.66,0.002057714747439179,4.0,IV
eq11,4.5,16.151,99.805,75.2,0.001854098436377321,4.0,IV
eq11,4.5,15.945,99.979,79.77,0.001636037167624497,4.0,IV
eq11,4.5,16.455,99.538,89.27,0.001321482066211466,4.0,IV
eq11,4.5,16.566,99.518,90.64,0.001262399709020796,4.0,IV
eq11,4.5,16.569,99.509,91.54,0.001234109420083759,5.0,V
eq11,4.5,15.711,100.134,97.46,0.001103972992968818,4.0,IV
eq11,4.5,15.71,100.131,97.59,0.001080021865448125,4.0,IV
eq11,4.5,15.695,100.124,99.47,0.001056706290726549,3.0,III
eq11,4.5,15.668,100.147,101.7,0.0009903578791987634,3.0,III
eq11,4.5,15.667,100.077,103.82,0.0009489256765634813,4.0,IV
eq11,4.5,16.574,99.353,108.22,0.0008721416638375113,4.0,IV
eq11,4.5,17.291,101.133,115.12,0.0007547749612395211,4.0,IV
eq11,4.5,16.213,99.315,118.69,0.000696037942348573,4.0,IV
eq13,4.3,8.006,98.349,2.74,0.09260276916894195,7.0,VII
eq13,4.3,7.904,98.369,12.93,0.020330445371457832,4.0,IV
eq13,4.3,7.896,98.301,15.73,0.014933770131551066,4.0,IV
eq13,4.3,7.877,98.392,16.13,0.014933770131551066,3.0,III
eq14,4.2,18.536,98.452,7.66,0.03710242271177919,3.0,III
eq14,4.2,18.536,98.452,7.66,0.03710242271177919,2.0,II
eq14,4.2,18.497,98.668,17.07,0.01300508337528197,3.0,III
eq14,4.2,18.574,98.317,21.47,0.009246399928447774,2.0,II
eq14,4.2,18.375,98.603,22.4,0.008559659372316371,2.0,II
eq14,4.2,18.226,98.603,38.2,0.003327276959314437,2.0,II
eq14,4.2,18.226,98.612,38.43,0.003327276959314437,3.0,III
eq14,4.2,18.725,98.851,39.45,0.003177144745625369,4.0,IV
eq14,4.2,18.408,98.871,40.65,0.00290613663050529,2.0,II
eq14,4.2,18.194,98.61,41.77,0.002783574572219437,3.0,III
eq14,4.2,18.724,98.884,42.46,0.002783574572219437,2.0,II
eq14,4.2,18.797,98.941,51.57,0.001891846591310711,4.0,IV
eq14,4.2,18.787,98.955,52.35,0.001891846591310711,2.0,II
eq14,4.2,18.787,98.955,52.35,0.001891846591310711,3.0,III
eq14,4.2,18.757,99.006,55.67,0.00165072658845355,4.0,IV
eq14,4.2,19.362,98.42,89.76,0.0006493009380286936,4.0,IV
eq14,4.2,19.365,98.389,90.55,0.0006341097192655723,2.0,II
eq15,4.2,19.176,99.617,8.28,0.0334911849935976,2.0,II
eq15,4.2,19.15,99.62,11.07,0.02229940093148772,3.0,III
eq15,4.2,19.151,99.674,12.42,0.01976262619826833,2.0,II
eq15,4.2,19.337,99.502,15.73,0.01290462644716572,4.0,IV
eq15,4.2,19.357,99.758,18.74,0.00982999775303603,4.0,IV
eq15,4.2,19.244,99.441,18.82,0.00982999775303603,2.0,II
eq15,4.2,19.117,99.451,23.14,0.007172860818432724,4.0,IV
eq15,4.2,19.292,99.261,37.98,0.00300342780941787,4.0,IV
eq15,4.2,19.028,99.896,38.08,0.00300342780941787,4.0,IV
eq15,4.2,19.61,99.682,40.51,0.002623277737548471,4.0,IV
eq15,4.2,18.935,100.096,61.1,0.001270445854821954,4.0,IV
eq15,4.2,18.842,99.035,76.42,0.0008306593836535432,3.0,III
eq15,4.2,18.809,99.041,78.19,0.0007884952346653372,4.0,IV
eq15,4.2,18.802,99.003,81.79,0.0007122422693138166,4.0,IV
eq15,4.2,20.04,99.879,91.98,0.0005590761426663408,4.0,IV
eq15,4.2,20.066,99.886,94.86,0.0005213719902385346,4.0,IV
eq17,4.1,19.338,99.215,3.3,0.07114382858041561,2.0,II
eq17,4.1,19.388,98.937,32.7,0.0032403447103365834,2.0,II
eq18,4.1,19.372,99.202,17.28,0.01160437513085766,4.0,IV
eq18,4.1,18.772,98.977,20.6,0.008228540245168755,3.0,III
eq18,4.1,18.839,99.024,21.8,0.007613038926817484,4.0,IV
eq18,4.1,18.894,98.999,22.5,0.007613038926817484,4.0,IV
eq18,4.1,18.778,98.995,22.5,0.007613038926817484,4.0,IV
eq18,4.1,18.722,99.214,22.53,0.007063668840358696,2.0,II
eq18,4.1,18.803,98.993,22.63,0.007063668840358696,4.0,IV
eq18,4.1,18.799,99.009,24.11,0.006571446008762024,4.0,IV
eq18,4.1,18.751,98.935,24.2,0.006571446008762024,4.0,IV
eq18,4.1,18.906,99.045,25.0,0.006128835741315191,3.0,III
eq18,4.1,18.778,99.084,25.32,0.006128835741315191,4.0,IV
eq18,4.1,18.803,99.018,25.76,0.005729484121717007,3.0,III
eq18,4.1,18.805,99.031,26.09,0.005729484121717007,4.0,IV
eq18,4.1,18.851,99.046,26.09,0.005729484121717007,4.0,IV
eq18,4.1,18.749,99.002,26.09,0.005729484121717007,4.0,IV
eq18,4.1,18.851,99.046,26.68,0.005368005371372128,4.0,IV
eq18,4.1,18.802,99.066,26.98,0.005368005371372128,4.0,IV
eq18,4.1,18.737,98.969,27.06,0.005368005371372128,3.0,III
eq18,4.1,18.688,98.917,28.06,0.005039812246169756,4.0,IV
eq18,4.1,18.857,99.009,28.06,0.005039812246169756,4.0,IV
eq18,4.1,19.17,99.513,29.48,0.004740979841860865,4.0,IV
eq18,4.1,18.857,99.009,30.47,0.004468135530977808,4.0,IV
eq18,4.1,18.839,99.103,30.49,0.004468135530977808,4.0,IV
eq18,4.1,18.857,99.009,31.44,0.004218369484049427,2.0,II
eq18,4.1,18.871,99.025,32.2,0.003989161513687941,4.0,IV
eq18,4.1,18.901,99.011,32.44,0.003989161513687941,3.0,III
eq18,4.1,18.798,98.985,35.12,0.003404337251634943,2.0,II
eq18,4.1,18.809,99.016,37.44,0.003083794209532041,2.0,II
eq18,4.1,18.786,98.973,40.38,0.002682380129774706,4.0,IV
eq18,4.1,18.799,99.009,42.63,0.002355069184494882,2.0,II
eq18,4.1,18.833,99.035,52.26,0.001665906154013401,3.0,III
eq19,4.1,18.785,99.1,0.9,0.110769009671046,4.0,IV
eq19,4.1,18.785,99.099,0.97,0.1107690096710463,4.0,IV
eq19,4.1,18.792,99.093,1.35,0.1107690096710463,4.0,IV
eq19,4.1,18.798,99.095,1.41,0.1107690096710463,7.0,VII
eq19,4.1,18.798,99.095,1.41,0.1107690096710463,3.0,III
eq19,4.1,18.779,99.125,2.39,0.08539820410725853,3.0,III
eq19,4.1,18.786,99.083,2.42,0.08539820410725853,4.0,IV
eq19,4.1,18.792,99.129,2.43,0.08539820410725853,4.0,IV
eq19,4.1,18.808,99.12,2.53,0.06759294289945536,4.0,IV
eq19,4.1,18.78,99.13,2.73,0.06759294289945536,4.0,IV
eq19,4.1,18.762,99.096,3.29,0.06759294289945536,4.0,IV
eq19,4.1,18.781,99.071,3.85,0.05465892789989324,3.0,III
eq19,4.1,18.758,99.08,4.5,0.05465892789989324,3.0,III
eq19,4.1,18.817,99.074,4.56,0.04499473680360254,5.0,V
eq19,4.1,18.829,99.126,4.8,0.04499473680360254,4.0,IV
eq19,4.1,18.747,99.107,4.83,0.04499473680360254,4.0,IV
eq19,4.1,18.747,99.107,4.83,0.04499473680360254,3.0,III
eq19,4.1,18.825,99.077,4.91,0.04499473680360254,4.0,IV
eq19,4.1,18.827,99.07,5.6,0.03760194590805481,4.0,IV
eq19,4.1,18.779,99.048,6.25,0.03760194590805481,3.0,III
eq19,4.1,18.737,99.085,6.32,0.03760194590805481,4.0,IV
eq19,4.1,18.737,99.085,6.32,0.03760194590805481,2.0,II
eq19,4.1,18.833,99.064,6.47,0.03760194590805481,4.0,IV
eq19,4.1,18.819,99.052,6.5,0.03760194590805481,4.0,IV
eq19,4.1,18.831,99.06,6.67,0.03183295786706926,4.0,IV
eq19,4.1,18.736,99.076,6.8,0.03183295786706926,4.0,IV
eq19,4.1,18.823,99.049,7.03,0.03183295786706926,4.0,IV
eq19,4.1,18.73,99.086,7.03,0.03183295786706926,4.0,IV
eq19,4.1,18.842,99.067,7.04,0.03183295786706926,4.0,IV
eq19,4.1,18.839,99.062,7.17,0.03183295786706926,3.0,III
eq19,4.1,18.809,99.041,7.18,0.03183295786706926,4.0,IV
eq19,4.1,18.809,99.041,7.18,0.03183295786706926,3.0,III
eq19,4.1,18.801,99.039,7.19,0.03183295786706926,4.0,IV
eq19,4.1,18.785,99.035,7.49,0.03183295786706926,3.0,III
eq19,4.1,18.767,99.039,7.49,0.03183295786706926,4.0,IV
eq19,4.1,18.724,99.121,7.52,0.02725349901629432,4.0,IV
eq19,4.1,18.788,99.034,7.56,0.02725349901629432,4.0,IV
eq19,4.1,18.721,99.104,7.67,0.02725349901629432,4.0,IV
eq19,4.1,18.783,99.179,7.7,0.02725349901629432,4.0,IV
eq19,4.1,18.8,99.033,7.76,0.02725349901629432,4.0,IV
eq19,4.1,18.786,99.03,7.98,0.02725349901629432,3.0,III
eq19,4.1,18.737,99.158,8.05,0.02725349901629432,3.0,III
eq19,4.1,18.759,99.037,8.08,0.02725349901629432,4.0,IV
eq19,4.1,18.821,99.034,8.38,0.02725349901629432,4.0,IV
eq19,4.1,18.852,99.061,8.38,0.02725349901629432,4.0,IV
eq19,4.1,18.789,99.026,8.4,0.02725349901629432,4.0,IV
eq19,4.1,18.82,99.032,8.41,0.02725349901629432,3.0,III
eq19,4.1,18.82,99.032,8.41,0.02725349901629432,4.0,IV
eq19,4.1,18.714,99.111,8.5,0.02725349901629432,4.0,IV
eq19,4.1,18.794,99.025,8.58,0.0235639449128475,4.0,IV
eq19,4.1,18.776,99.025,8.66,0.0235639449128475,3.0,III
eq19,4.1,18.835,99.036,8.9,0.0235639449128475,3.0,III
eq19,4.1,18.801,99.022,8.94,0.0235639449128475,4.0,IV
